ID,Jugador,Equipo,Posicion,Edad,Partidos,Goles,Asistencias,ValorMercado
1231,Ricardo Flores,Bayern Munich,Mediocampista,39,7,12,1,2331122
1232,Fernando Ramirez,Chelsea,Delantero,19,16,27,7,121551994
1233,Diego Silva,Juventus,Defensa,35,8,7,8,110608835
1234,Eduardo Garcia,Barcelona,Defensa,40,24,7,3,75505373
1235,Ricardo Garcia,Liverpool,Mediocampista,27,24,13,25,78345794
1236,Miguel Hernandez,Arsenal,Mediocampista,39,12,10,0,140284298
1237,Eduardo Diaz,Barcelona,Portero,23,28,0,2,108990223
1238,Javier Torres,Real Madrid,Defensa,32,37,3,8,7725969
1239,Juan Ramirez,Juventus,Delantero,22,7,18,12,164729734
1240,Juan Torres,Barcelona,Mediocampista,28,18,7,7,63638262
1241,Carlos Silva,PSG,Portero,33,31,0,1,62649935
1242,Fernando Ruiz,Barcelona,Mediocampista,34,30,5,8,166035627
1243,Diego Ruiz,Barcelona,Defensa,30,38,5,5,124234657
1244,Ricardo Lopez,Bayern Munich,Defensa,40,36,7,6,162016641
1245,Juan Ruiz,Manchester City,Defensa,36,36,4,1,96799268
1246,Miguel Silva,Juventus,Portero,21,20,0,3,54914481
1247,Miguel Diaz,Milan,Delantero,32,21,27,15,124574584
1248,Javier Silva,Chelsea,Mediocampista,39,18,3,10,199376995
1249,Ricardo Torres,Arsenal,Mediocampista,19,24,11,8,71513999
1250,Miguel Diaz,Milan,Mediocampista,19,14,3,1,198701096
1251,Andres Torres,Juventus,Portero,19,15,0,2,149929627
1252,Carlos Garcia,Bayern Munich,Delantero,23,33,38,12,90704011
1253,Luis Torres,Manchester City,Mediocampista,28,37,5,8,15488278
1254,Javier Perez,Chelsea,Defensa,22,18,4,8,137937850
1255,Fernando Perez,Real Madrid,Defensa,22,9,1,8,77259578
1256,Diego Flores,PSG,Delantero,29,12,2,18,140151916
1257,Juan Hernandez,PSG,Portero,18,31,0,2,115397306
1258,Fernando Ramirez,Arsenal,Mediocampista,28,22,15,18,12246467
1259,Carlos Torres,Liverpool,Delantero,38,9,21,16,107782396
1260,Javier Ramirez,Liverpool,Mediocampista,33,5,9,11,121191401
1261,Andres Flores,Milan,Defensa,37,13,2,5,135749764
1262,Andres Ruiz,PSG,Delantero,37,16,1,18,177164940
1263,Diego Perez,Manchester City,Defensa,31,9,6,8,10306931
1264,Javier Hernandez,PSG,Delantero,25,18,16,17,120190481
1265,Eduardo Ruiz,Barcelona,Delantero,29,12,30,3,53888574
1266,Eduardo Ramirez,Milan,Portero,33,19,0,3,118246796
1267,Juan Ramirez,Liverpool,Mediocampista,31,25,0,6,83662292
1268,Juan Lopez,Liverpool,Defensa,24,35,4,7,8918142
1269,Eduardo Perez,PSG,Defensa,22,17,7,0,178071834
1270,Luis Torres,Real Madrid,Defensa,18,8,3,5,138961303
1271,Luis Lopez,Juventus,Defensa,34,27,7,1,150542554
1272,Diego Silva,Juventus,Portero,33,33,0,2,181905508
1273,Carlos Garcia,Barcelona,Portero,19,22,0,3,32923474
1274,Carlos Silva,Liverpool,Defensa,31,37,2,1,167721106
1275,Luis Diaz,Milan,Delantero,23,20,0,8,20245256
1276,Carlos Garcia,Juventus,Defensa,40,24,1,6,18368549
1277,Eduardo Ramirez,Juventus,Delantero,20,16,2,4,174585481
1278,Javier Diaz,Arsenal,Mediocampista,23,9,2,22,20305150
1279,Diego Garcia,Arsenal,Mediocampista,35,36,10,14,37213570
1280,Ricardo Flores,PSG,Mediocampista,19,37,14,9,148761918
1281,Andres Garcia,Real Madrid,Delantero,19,34,2,13,115939936
1282,Eduardo Hernandez,Arsenal,Mediocampista,39,20,3,9,90940133
1283,Luis Flores,Chelsea,Defensa,21,34,3,4,63872072
1284,Carlos Ruiz,Barcelona,Mediocampista,32,6,15,19,81311547
1285,Diego Flores,Juventus,Delantero,39,9,30,14,121735104
1286,Luis Ruiz,Liverpool,Portero,33,18,0,2,105161930
1287,Andres Garcia,Bayern Munich,Portero,35,22,0,0,28845063
1288,Miguel Perez,Chelsea,Delantero,40,26,39,6,153216196
1289,Diego Ruiz,Liverpool,Delantero,24,28,6,8,176321417
1290,Luis Torres,Bayern Munich,Mediocampista,34,13,0,13,108606510
1291,Fernando Diaz,Liverpool,Mediocampista,28,31,5,18,181583380
1292,Juan Ruiz,Liverpool,Mediocampista,32,28,13,17,39555457
1293,Eduardo Diaz,Liverpool,Delantero,38,8,8,3,30798716
1294,Diego Torres,Bayern Munich,Portero,39,19,0,2,10877438
1295,Diego Silva,Real Madrid,Defensa,25,38,3,10,171154514
1296,Juan Ramirez,PSG,Portero,39,37,0,2,20207428
1297,Miguel Silva,Real Madrid,Mediocampista,22,14,0,22,73667594
1298,Eduardo Perez,Liverpool,Defensa,37,19,0,3,51279237
1299,Juan Hernandez,PSG,Delantero,24,31,37,4,48268521
1300,Miguel Diaz,Liverpool,Delantero,40,20,14,12,109715518
1301,Juan Diaz,Manchester City,Delantero,40,18,18,15,196100341
1302,Fernando Ruiz,Chelsea,Delantero,34,19,27,0,132287316
1303,Javier Ramirez,Juventus,Mediocampista,36,29,1,23,18882776
1304,Carlos Ramirez,Real Madrid,Delantero,37,22,20,13,105924413
1305,Diego Flores,Barcelona,Defensa,28,17,4,0,90494510
1306,Diego Garcia,Liverpool,Mediocampista,32,21,4,21,132901770
1307,Javier Silva,Chelsea,Delantero,28,11,32,14,61203413
1308,Juan Perez,Chelsea,Delantero,21,16,10,12,140697096
1309,Ricardo Perez,Arsenal,Delantero,35,15,1,2,127632858
1310,Javier Torres,Chelsea,Defensa,31,12,7,2,34634318
1311,Fernando Torres,Liverpool,Portero,22,36,0,1,73709860
1312,Javier Lopez,Juventus,Portero,29,7,0,2,197124970
1313,Diego Ruiz,Chelsea,Portero,24,12,0,0,102260784
1314,Fernando Lopez,Bayern Munich,Defensa,40,30,1,9,133343429
1315,Carlos Silva,Bayern Munich,Mediocampista,19,37,15,2,8847827
1316,Andres Perez,Milan,Mediocampista,31,34,4,2,49775165
1317,Fernando Flores,Juventus,Defensa,39,29,7,10,17690369
1318,Miguel Flores,Chelsea,Mediocampista,31,38,9,14,30996623
1319,Ricardo Silva,Real Madrid,Delantero,23,19,8,0,92531874
1320,Eduardo Diaz,Juventus,Portero,32,5,0,1,130764862
1321,Carlos Torres,Arsenal,Mediocampista,23,21,7,7,89675313
1322,Juan Perez,Manchester City,Defensa,39,32,5,9,17650130
1323,Ricardo Silva,Liverpool,Defensa,32,28,5,6,162283409
1324,Luis Perez,Bayern Munich,Delantero,18,32,33,20,185042360
1325,Javier Torres,Chelsea,Delantero,23,29,27,3,61588282
1326,Fernando Flores,Milan,Mediocampista,34,8,5,19,25275093
1327,Javier Silva,Chelsea,Portero,30,21,0,3,61111431
1328,Diego Torres,Manchester City,Mediocampista,39,17,12,12,76708280
1329,Luis Perez,PSG,Defensa,18,9,0,4,73320332
1330,Carlos Garcia,Real Madrid,Defensa,30,13,5,0,188896052
1331,Javier Flores,Bayern Munich,Delantero,34,25,16,5,156248319
1332,Luis Torres,Liverpool,Defensa,25,14,0,4,155779247
1333,Carlos Torres,Barcelona,Delantero,20,28,4,0,62149471
1334,Eduardo Diaz,Arsenal,Defensa,30,37,4,7,47277427
1335,Andres Torres,Chelsea,Delantero,33,38,13,20,40038495
1336,Andres Garcia,Liverpool,Portero,25,14,0,2,153974991
1337,Andres Hernandez,Juventus,Defensa,38,27,4,9,156311001
1338,Andres Lopez,Barcelona,Defensa,32,16,2,6,29439018
1339,Miguel Ramirez,Chelsea,Delantero,23,27,9,14,58153759
1340,Fernando Perez,Bayern Munich,Portero,18,12,0,1,84485211
1341,Eduardo Torres,Real Madrid,Delantero,33,21,10,11,88126992
1342,Eduardo Silva,Barcelona,Mediocampista,18,7,8,9,63016184
1343,Fernando Silva,Barcelona,Portero,22,9,0,0,57108027
1344,Juan Flores,Juventus,Defensa,25,10,0,7,136020491
1345,Ricardo Torres,Bayern Munich,Mediocampista,38,32,11,6,73006568
1346,Ricardo Flores,Milan,Delantero,30,15,31,9,189254482
1347,Javier Silva,PSG,Portero,28,32,0,1,199179997
1348,Ricardo Lopez,Manchester City,Mediocampista,27,9,6,2,113924408
1349,Miguel Silva,Manchester City,Portero,22,7,0,2,179030192
1350,Eduardo Ruiz,Milan,Defensa,19,9,5,1,25874387
1351,Eduardo Ruiz,Chelsea,Portero,35,17,0,3,23346052
1352,Fernando Diaz,Juventus,Mediocampista,23,23,2,10,186529097
1353,Andres Ruiz,Juventus,Delantero,38,21,28,3,47482842
1354,Miguel Perez,Bayern Munich,Portero,18,37,0,0,169557657
1355,Ricardo Ramirez,Barcelona,Delantero,30,5,27,6,181161931
1356,Carlos Perez,Juventus,Mediocampista,38,14,5,25,20439337
1357,Luis Torres,Arsenal,Portero,34,6,0,1,131200452
1358,Fernando Hernandez,Chelsea,Mediocampista,25,22,12,21,80993511
1359,Miguel Torres,Real Madrid,Mediocampista,22,19,0,12,53592191
1360,Miguel Diaz,Arsenal,Mediocampista,32,29,2,14,99611813
1361,Juan Hernandez,Manchester City,Portero,29,35,0,1,28229619
1362,Javier Hernandez,Chelsea,Defensa,31,16,2,3,153318219
1363,Juan Diaz,Arsenal,Portero,23,38,0,2,71122429
1364,Diego Torres,Chelsea,Delantero,40,6,18,16,15085031
1365,Juan Lopez,Manchester City,Delantero,24,8,17,1,58978813
1366,Juan Torres,Real Madrid,Mediocampista,35,28,8,16,132175486
1367,Andres Lopez,Liverpool,Portero,32,16,0,0,8838907
1368,Carlos Perez,Chelsea,Delantero,39,19,39,1,121756703
1369,Miguel Silva,Real Madrid,Delantero,25,35,34,4,54572824
1370,Diego Diaz,Juventus,Portero,37,36,0,2,179274626
1371,Diego Ruiz,Real Madrid,Defensa,33,21,5,8,4009031
1372,Carlos Diaz,Real Madrid,Defensa,38,14,5,6,143251654
1373,Eduardo Garcia,Juventus,Portero,33,30,0,3,105977620
1374,Miguel Silva,Manchester City,Defensa,36,18,4,2,48624839
1375,Juan Ramirez,Juventus,Portero,25,9,0,3,144893324
1376,Javier Lopez,Milan,Delantero,19,13,14,20,162145318
1377,Diego Perez,Manchester City,Mediocampista,35,16,10,16,96681781
1378,Ricardo Hernandez,Real Madrid,Defensa,23,34,2,5,178481400
1379,Ricardo Hernandez,Juventus,Delantero,38,33,5,6,9127512
1380,Andres Perez,Real Madrid,Mediocampista,23,27,12,16,155117295
1381,Luis Lopez,Manchester City,Portero,23,30,0,0,140761275
1382,Miguel Lopez,Real Madrid,Defensa,27,12,1,9,81956723
1383,Diego Ruiz,PSG,Mediocampista,28,25,2,6,118649640
1384,Diego Torres,PSG,Mediocampista,26,18,1,18,48230452
1385,Andres Lopez,Juventus,Delantero,19,30,13,6,113205106
1386,Miguel Ramirez,Manchester City,Delantero,37,10,25,18,68058291
1387,Diego Hernandez,Barcelona,Portero,29,23,0,2,127032609
1388,Fernando Hernandez,Manchester City,Delantero,26,28,14,14,28529895
1389,Juan Diaz,Arsenal,Portero,33,29,0,3,181707635
1390,Javier Perez,Barcelona,Mediocampista,32,31,3,19,103968959
1391,Andres Perez,Manchester City,Delantero,39,22,17,1,23556463
1392,Andres Hernandez,Barcelona,Mediocampista,27,18,8,10,87916018
1393,Diego Torres,PSG,Defensa,22,13,3,10,88735232
1394,Luis Hernandez,Bayern Munich,Mediocampista,20,14,3,20,125058045
1395,Fernando Hernandez,Bayern Munich,Mediocampista,21,9,9,11,138074228
1396,Ricardo Ruiz,Real Madrid,Defensa,25,11,6,8,34826394
1397,Andres Diaz,Real Madrid,Mediocampista,25,21,7,2,193637023
1398,Javier Ramirez,Arsenal,Portero,32,14,0,2,77361199
1399,Carlos Diaz,Liverpool,Portero,29,21,0,1,153206483
1400,Juan Garcia,Chelsea,Delantero,22,7,17,8,105617820
1401,Andres Lopez,Bayern Munich,Mediocampista,19,21,8,20,127293898
1402,Luis Lopez,Bayern Munich,Delantero,23,14,28,8,133046443
1403,Ricardo Torres,PSG,Defensa,38,13,2,3,144936256
1404,Luis Ruiz,Milan,Delantero,23,7,40,0,39547726
1405,Diego Lopez,Chelsea,Mediocampista,21,35,3,8,120082596
1406,Luis Ramirez,Arsenal,Delantero,25,37,6,0,180643797
1407,Diego Flores,Bayern Munich,Delantero,24,38,8,15,117819357
1408,Carlos Ruiz,Manchester City,Defensa,40,14,0,9,102622476
1409,Fernando Torres,Juventus,Delantero,22,32,11,5,71397043
1410,Diego Torres,Chelsea,Delantero,20,16,3,20,103011220
1411,Diego Ruiz,PSG,Mediocampista,33,17,11,12,88517130
1412,Miguel Silva,Barcelona,Defensa,36,31,0,7,147854628
1413,Luis Lopez,PSG,Delantero,31,16,25,19,184877266
1414,Andres Perez,PSG,Portero,37,7,0,2,47795792
1415,Andres Ruiz,Bayern Munich,Defensa,18,20,4,4,66348774
1416,Carlos Ramirez,Manchester City,Defensa,30,11,8,6,64097652
1417,Eduardo Garcia,Chelsea,Portero,37,26,0,0,121644141
1418,Eduardo Flores,Bayern Munich,Delantero,28,14,30,10,158894926
1419,Fernando Ramirez,Bayern Munich,Delantero,39,17,38,6,64960640
1420,Ricardo Lopez,PSG,Defensa,25,10,0,7,37859384
1421,Javier Hernandez,PSG,Portero,24,32,0,3,144893219
1422,Juan Ramirez,Manchester City,Delantero,32,26,8,0,181234125
1423,Luis Hernandez,Milan,Mediocampista,21,22,10,9,151353905
1424,Andres Perez,Chelsea,Mediocampista,20,15,12,1,55015261
1425,Javier Flores,Barcelona,Mediocampista,24,9,0,1,104083128
1426,Eduardo Lopez,PSG,Mediocampista,23,27,12,3,97375629
1427,Luis Silva,Barcelona,Mediocampista,23,33,14,24,160912003
1428,Fernando Ramirez,Arsenal,Mediocampista,37,10,1,3,126069854
1429,Luis Diaz,PSG,Portero,31,25,0,0,178853549
1430,Ricardo Silva,Manchester City,Defensa,22,37,1,5,47661369
1431,Javier Diaz,Barcelona,Mediocampista,19,28,14,20,48719541
1432,Miguel Flores,Manchester City,Delantero,27,14,25,12,121290977
1433,Luis Flores,Barcelona,Defensa,29,34,6,8,69945034
1434,Javier Silva,Real Madrid,Mediocampista,36,13,3,14,54190543
1435,Miguel Flores,Juventus,Defensa,33,37,6,3,182052161
1436,Javier Ruiz,Bayern Munich,Portero,39,29,0,1,9147692
1437,Miguel Ruiz,Liverpool,Portero,38,11,0,3,163909765
1438,Eduardo Ruiz,Manchester City,Defensa,21,18,8,3,36689373
1439,Luis Torres,Barcelona,Portero,34,32,0,3,40291499
1440,Eduardo Diaz,Manchester City,Defensa,24,10,3,6,182133379
1441,Ricardo Perez,Liverpool,Delantero,35,33,38,13,90130137
1442,Carlos Torres,Bayern Munich,Mediocampista,34,18,1,16,172964020
1443,Eduardo Ruiz,Milan,Portero,38,6,0,3,79136221
1444,Javier Diaz,Chelsea,Delantero,33,20,34,16,16954085
1445,Luis Torres,Juventus,Defensa,32,18,8,9,115124526
1446,Andres Torres,Manchester City,Delantero,27,5,29,15,117393801
1447,Miguel Hernandez,Bayern Munich,Defensa,23,26,4,9,10441968
1448,Luis Flores,Arsenal,Portero,39,37,0,3,57925611
1449,Miguel Silva,Juventus,Mediocampista,24,29,13,13,37649001
1450,Carlos Ramirez,Milan,Portero,26,28,0,1,52024258
1451,Miguel Ruiz,Real Madrid,Delantero,35,35,16,1,90068300
1452,Ricardo Ramirez,Chelsea,Defensa,25,23,0,5,83013110
1453,Carlos Ramirez,Milan,Delantero,36,32,34,16,22799747
1454,Ricardo Silva,Barcelona,Mediocampista,19,27,12,25,51155240
1455,Eduardo Ramirez,Liverpool,Delantero,19,27,11,7,11490226
1456,Eduardo Perez,Real Madrid,Defensa,18,24,5,6,56174680
1457,Miguel Diaz,Manchester City,Delantero,19,30,10,6,44497221
1458,Diego Ruiz,PSG,Portero,23,13,0,0,123554347
1459,Luis Hernandez,Manchester City,Delantero,31,26,12,12,152538665
1460,Andres Diaz,Bayern Munich,Mediocampista,24,5,14,6,133102348
1461,Andres Garcia,Arsenal,Portero,19,32,0,2,22235020
1462,Juan Perez,PSG,Mediocampista,29,6,9,1,11127306
1463,Juan Diaz,Bayern Munich,Portero,34,10,0,2,196940746
1464,Javier Ruiz,Liverpool,Mediocampista,37,27,7,3,101354888
1465,Javier Silva,Chelsea,Portero,34,35,0,3,98610416
1466,Miguel Ramirez,Barcelona,Defensa,24,19,4,3,169405898
1467,Juan Hernandez,Manchester City,Defensa,25,9,5,10,55793083
1468,Fernando Ramirez,Bayern Munich,Defensa,33,17,1,0,136142456
1469,Luis Lopez,Chelsea,Defensa,37,6,3,5,55220257
1470,Eduardo Flores,Bayern Munich,Delantero,35,32,17,5,167550527
1471,Miguel Garcia,Manchester City,Portero,35,35,0,0,52889636
1472,Juan Perez,Barcelona,Delantero,24,34,8,4,10512077
1473,Eduardo Silva,Arsenal,Portero,23,5,0,2,193531342
1474,Andres Ruiz,Real Madrid,Mediocampista,33,27,0,6,181480324
1475,Luis Garcia,Chelsea,Mediocampista,23,21,6,20,169758149
1476,Carlos Diaz,Chelsea,Mediocampista,32,32,8,18,105368347
1477,Juan Hernandez,Arsenal,Defensa,30,14,4,6,133580990
1478,Ricardo Diaz,Bayern Munich,Portero,21,18,0,3,81205343
1479,Fernando Garcia,Barcelona,Delantero,25,38,3,15,81399155
1480,Carlos Garcia,PSG,Delantero,25,14,27,3,70957687
1481,Luis Silva,Juventus,Defensa,20,30,0,10,28684947
1482,Luis Hernandez,Manchester City,Portero,22,11,0,3,176668750
1483,Carlos Garcia,Liverpool,Delantero,38,35,7,7,94339585
1484,Diego Ramirez,Arsenal,Defensa,18,25,5,4,9939963
1485,Miguel Torres,Manchester City,Defensa,34,31,1,2,155390522
1486,Carlos Silva,Bayern Munich,Delantero,26,32,36,11,68164744
1487,Andres Hernandez,Manchester City,Portero,20,15,0,2,193660634
1488,Fernando Flores,Barcelona,Portero,38,11,0,1,137836939
1489,Luis Silva,Manchester City,Defensa,18,7,1,6,11793587
1490,Andres Silva,Arsenal,Portero,19,17,0,3,141410645
1491,Andres Garcia,Chelsea,Defensa,37,21,8,5,184172048
1492,Miguel Silva,PSG,Defensa,36,33,4,10,183713937
1493,Ricardo Perez,Manchester City,Delantero,27,19,13,11,145596408
1494,Eduardo Silva,Barcelona,Mediocampista,33,35,3,3,97108527
1495,Eduardo Ramirez,Manchester City,Portero,18,38,0,2,49368954
1496,Javier Flores,PSG,Mediocampista,29,28,0,3,76394089
1497,Fernando Ramirez,Milan,Defensa,25,35,5,6,29575553
1498,Miguel Silva,Arsenal,Delantero,35,32,14,7,191558174
1499,Luis Diaz,Manchester City,Delantero,40,13,34,0,65072224
1500,Diego Perez,Bayern Munich,Defensa,23,26,8,6,191562668
1501,Miguel Torres,Juventus,Delantero,25,24,33,1,18091339
1502,Ricardo Ramirez,PSG,Portero,20,9,0,3,159504456
1503,Miguel Torres,Milan,Portero,25,20,0,1,119303359
1504,Javier Ramirez,Manchester City,Portero,27,10,0,1,4264827
1505,Miguel Ramirez,Bayern Munich,Delantero,30,38,29,4,130686813
1506,Juan Perez,Real Madrid,Delantero,32,15,20,8,121171150
1507,Andres Silva,Juventus,Defensa,24,28,6,0,80359478
1508,Miguel Hernandez,Barcelona,Defensa,25,30,1,5,16653631
1509,Ricardo Lopez,PSG,Mediocampista,26,14,1,9,185071441
1510,Eduardo Perez,Bayern Munich,Portero,26,7,0,1,180213795
1511,Luis Lopez,Chelsea,Portero,37,38,0,2,187467346
1512,Ricardo Silva,Juventus,Portero,21,14,0,2,124867349
1513,Ricardo Silva,Barcelona,Mediocampista,20,21,7,18,5443085
1514,Carlos Torres,PSG,Delantero,26,16,9,4,10146785
1515,Eduardo Ruiz,PSG,Portero,32,20,0,1,83692697
1516,Ricardo Torres,Manchester City,Defensa,23,37,0,7,38449911
1517,Juan Diaz,Chelsea,Portero,18,30,0,2,60598735
1518,Fernando Lopez,Arsenal,Delantero,29,18,2,4,159819464
1519,Juan Ruiz,Milan,Portero,29,34,0,1,137455728
1520,Andres Flores,PSG,Mediocampista,40,30,13,1,72035638
1521,Juan Ramirez,Real Madrid,Mediocampista,21,19,10,9,195023279
1522,Diego Perez,Bayern Munich,Mediocampista,33,7,8,23,56529379
1523,Juan Ruiz,Real Madrid,Defensa,18,11,8,9,135466426
1524,Fernando Flores,Barcelona,Defensa,19,9,5,6,56691014
1525,Carlos Garcia,Real Madrid,Delantero,38,36,14,11,165187071
1526,Javier Lopez,Milan,Portero,39,25,0,1,16993495
1527,Diego Lopez,Arsenal,Mediocampista,38,32,10,9,153222330
1528,Diego Lopez,Manchester City,Portero,39,6,0,0,132134661
1529,Ricardo Ramirez,Bayern Munich,Defensa,32,29,8,0,154053435
1530,Fernando Hernandez,Bayern Munich,Defensa,40,35,0,1,153555234
1531,Andres Diaz,Liverpool,Mediocampista,23,25,12,4,47238043
1532,Juan Garcia,Milan,Portero,37,23,0,1,161801914
1533,Eduardo Hernandez,Arsenal,Defensa,19,38,4,1,158559162
1534,Miguel Torres,Liverpool,Delantero,22,23,14,18,72077136
1535,Andres Silva,Liverpool,Delantero,34,32,32,10,175852641
1536,Miguel Diaz,Liverpool,Defensa,29,18,2,9,11485930
1537,Miguel Perez,Arsenal,Mediocampista,21,29,11,11,15272319
1538,Fernando Ruiz,Bayern Munich,Delantero,31,18,29,15,12641393
1539,Andres Ruiz,Juventus,Mediocampista,25,24,8,16,117189273
1540,Ricardo Ramirez,Barcelona,Portero,33,9,0,2,70610572
1541,Eduardo Hernandez,Barcelona,Defensa,18,32,2,3,11409253
1542,Juan Silva,Milan,Defensa,34,11,1,1,110657800
1543,Andres Hernandez,Real Madrid,Defensa,36,25,4,10,141595533
1544,Luis Flores,Arsenal,Defensa,26,24,7,6,11670159
1545,Miguel Torres,Liverpool,Mediocampista,18,38,5,7,50691651
1546,Ricardo Ramirez,Arsenal,Portero,23,7,0,0,123325271
1547,Diego Flores,Liverpool,Portero,31,24,0,1,165518533
1548,Diego Torres,Bayern Munich,Portero,21,10,0,1,179910780
1549,Andres Ruiz,Bayern Munich,Delantero,27,24,25,17,7613189
1550,Andres Torres,Real Madrid,Portero,34,26,0,3,78770782
1551,Diego Flores,Barcelona,Portero,39,6,0,2,98179192
1552,Eduardo Torres,Bayern Munich,Delantero,21,15,22,13,76706070
1553,Andres Hernandez,Liverpool,Delantero,21,16,37,2,84729193
1554,Juan Hernandez,Bayern Munich,Defensa,35,13,0,6,186925928
1555,Andres Perez,Arsenal,Portero,38,31,0,0,183428130
1556,Javier Garcia,Arsenal,Mediocampista,31,11,4,15,90549594
1557,Carlos Flores,Chelsea,Mediocampista,20,14,8,4,24820164
1558,Ricardo Hernandez,Barcelona,Delantero,23,14,19,15,115472720
1559,Eduardo Diaz,Barcelona,Portero,30,30,0,2,94300339
1560,Ricardo Flores,Juventus,Portero,30,23,0,1,2273504
1561,Miguel Torres,Milan,Defensa,38,23,0,7,25555531
1562,Miguel Ramirez,Liverpool,Defensa,33,11,2,9,122374822
1563,Luis Perez,Bayern Munich,Portero,32,23,0,1,76946514
1564,Diego Flores,Liverpool,Delantero,28,11,36,12,6230738
1565,Andres Ramirez,Juventus,Mediocampista,33,7,4,10,56780403
1566,Juan Perez,Real Madrid,Portero,26,7,0,2,108681468
1567,Carlos Lopez,Bayern Munich,Portero,21,5,0,1,147013602
1568,Diego Torres,Milan,Mediocampista,37,5,2,12,69456226
1569,Diego Silva,PSG,Defensa,24,23,2,9,27862070
1570,Ricardo Hernandez,PSG,Portero,38,24,0,2,177028320
1571,Andres Flores,Real Madrid,Mediocampista,25,33,3,24,154116448
1572,Eduardo Ruiz,Juventus,Delantero,19,26,24,8,189950536
1573,Juan Ramirez,Barcelona,Delantero,28,16,40,0,124776376
1574,Diego Silva,Barcelona,Defensa,20,11,5,3,56035538
1575,Javier Hernandez,Milan,Portero,37,38,0,0,76759630
1576,Fernando Lopez,Arsenal,Mediocampista,30,7,5,10,182052516
1577,Luis Diaz,Juventus,Mediocampista,32,32,0,17,93384789
1578,Carlos Garcia,Bayern Munich,Delantero,25,17,37,10,42250721
1579,Ricardo Torres,Arsenal,Delantero,38,15,31,18,47468093
1580,Luis Ruiz,PSG,Portero,21,38,0,1,25929628
1581,Diego Ruiz,Real Madrid,Mediocampista,36,17,10,0,4992626
1582,Fernando Torres,PSG,Defensa,36,8,7,8,126269021
1583,Andres Garcia,Barcelona,Mediocampista,36,12,2,18,165213830
1584,Miguel Hernandez,Juventus,Mediocampista,21,13,3,15,84040303
1585,Miguel Garcia,PSG,Defensa,35,10,1,1,5856973
1586,Miguel Ruiz,Real Madrid,Delantero,40,31,32,17,33889249
1587,Diego Ramirez,Chelsea,Defensa,37,13,4,9,110308541
1588,Eduardo Perez,Bayern Munich,Portero,30,29,0,1,95565633
1589,Eduardo Lopez,Chelsea,Delantero,27,35,22,5,40938085
1590,Luis Hernandez,Barcelona,Defensa,39,8,7,3,187703501
1591,Juan Ruiz,PSG,Portero,31,20,0,1,57989420
1592,Juan Lopez,Juventus,Portero,19,7,0,3,95217125
1593,Juan Ruiz,Liverpool,Portero,18,18,0,3,36874668
1594,Andres Silva,Juventus,Delantero,23,20,8,17,99479348
1595,Ricardo Lopez,Liverpool,Portero,32,38,0,0,194455139
1596,Fernando Ramirez,Juventus,Mediocampista,18,28,8,11,120895505
1597,Carlos Flores,Juventus,Delantero,32,31,27,9,187400690
1598,Diego Ramirez,Arsenal,Delantero,22,9,29,10,113987285
1599,Ricardo Ramirez,Juventus,Mediocampista,19,15,11,10,195743135
1600,Miguel Diaz,Milan,Delantero,35,36,14,8,79733289
1601,Andres Torres,Milan,Delantero,35,27,11,1,2220739
1602,Eduardo Torres,Juventus,Portero,38,14,0,3,95826083
1603,Carlos Flores,Liverpool,Portero,27,12,0,1,163191705
1604,Diego Ramirez,Liverpool,Delantero,36,37,31,1,110916301
1605,Miguel Lopez,Juventus,Mediocampista,27,8,12,15,47564977
1606,Juan Ramirez,Milan,Defensa,36,25,5,7,26031194
1607,Eduardo Silva,Milan,Portero,36,14,0,2,194666391
1608,Fernando Lopez,Milan,Portero,27,31,0,3,18051726
1609,Javier Garcia,Juventus,Mediocampista,34,19,5,12,15629958
1610,Juan Diaz,Liverpool,Defensa,36,35,1,2,152890803
1611,Diego Hernandez,Bayern Munich,Portero,31,14,0,0,170464466
1612,Luis Diaz,Bayern Munich,Portero,21,32,0,2,135083180
1613,Diego Diaz,Liverpool,Delantero,38,5,18,9,93439786
1614,Juan Diaz,PSG,Portero,34,38,0,3,114071752
1615,Javier Silva,Real Madrid,Mediocampista,29,9,3,16,187804294
1616,Diego Diaz,Bayern Munich,Mediocampista,35,32,10,25,165319839
1617,Carlos Hernandez,Liverpool,Mediocampista,30,13,5,4,176753918
1618,Andres Ramirez,Chelsea,Defensa,40,12,8,3,164040664
1619,Luis Ruiz,Liverpool,Portero,29,14,0,0,18226597
1620,Andres Perez,Real Madrid,Mediocampista,39,16,4,18,95760753
1621,Miguel Diaz,Milan,Defensa,18,25,3,7,51238622
1622,Fernando Lopez,Real Madrid,Delantero,39,38,24,9,163413339
1623,Juan Flores,Real Madrid,Mediocampista,21,23,3,14,81766221
1624,Ricardo Garcia,Manchester City,Defensa,40,27,2,5,100196585
1625,Miguel Perez,Manchester City,Defensa,39,14,5,6,79864743
1626,Eduardo Flores,Chelsea,Portero,22,33,0,2,5722195
1627,Andres Flores,Chelsea,Mediocampista,35,8,14,25,92522826
1628,Carlos Perez,Real Madrid,Defensa,25,33,7,6,65272214
1629,Miguel Torres,Bayern Munich,Portero,39,6,0,0,36077983
1630,Fernando Garcia,Real Madrid,Mediocampista,25,21,3,6,157628225
1631,Eduardo Garcia,Juventus,Defensa,32,10,4,10,180814559
1632,Andres Silva,Bayern Munich,Portero,32,34,0,0,181494546
